sample_identifier;collection_id;sample_type_id;sample_status_id;country_code;country_origin_code;referent_id;sampling_date;sample_multiple_value;sample_parent_identifier;container_parent_identifier;md_taxon;md_longueur;md_riviere;md_num_individu;uuid
T94553-MON;1;2;1;FR;FR;1;06/09/1999;;T94553;BOITE;TRF;275;Dranse;IL249;cfa8e21d-eb3c-5ac5-8951-faf281eedcb5
T94554-MON;1;2;1;FR;FR;1;06/09/1999;;T94554;BOITE;TRF;316;Dranse;IL250;0e2ace1e-3b67-5848-8a09-241996dc299e
T94555-MON;1;2;1;FR;FR;1;06/09/1999;;T94555;BOITE;TRF;342;Dranse;IL251;a6c2377f-25ec-50fc-9512-447d29ab7494
T94556-MON;1;2;1;FR;FR;1;06/09/1999;;T94556;BOITE;TRF;257;Dranse;IL252;e3a4fbe6-c96a-5279-bf6c-716c85f4c681
T94557-MON;1;2;1;FR;FR;1;06/09/1999;;T94557;BOITE;TRF;225;Dranse;IL253;5dc1a37d-d8a1-57c1-9e2e-bed0382bf71d
T94558-MON;1;2;1;FR;FR;1;06/09/1999;;T94558;BOITE;TRF;184;Dranse;IL254;7091dd67-ec5f-593d-a2de-faee53e2daba
T94559-MON;1;2;1;FR;FR;1;06/09/1999;;T94559;BOITE;TRF;205;Dranse;IL255;a12750b4-c1a4-5e3d-8531-544da69e4633
T94560-MON;1;2;1;FR;FR;1;06/09/1999;;T94560;BOITE;TRF;211;Dranse;IL256;41b5163b-92f3-5343-8a54-a8c025ca5638
T94561-MON;1;2;1;FR;FR;1;06/09/1999;;T94561;BOITE;TRF;184;Dranse;IL257;7632cb27-65eb-5c12-8140-2da027cee6bb
T94562-MON;1;2;1;FR;FR;1;06/09/1999;;T94562;BOITE;TRF;185;Dranse;IL258;92dd3e83-691f-5d62-9e28-d7d1e7aaf5cd
T94563-MON;1;2;1;FR;FR;1;06/09/1999;;T94563;BOITE;TRF;175;Dranse;IL259;68998d85-0abf-563c-a81b-e55ce3c2cdd7
T94564-MON;1;2;1;FR;FR;1;06/09/1999;;T94564;BOITE;TRF;120;Dranse;IL260;8f363166-c5ab-547c-a328-d1c066051be6
T94565-MON;1;2;1;FR;FR;1;06/09/1999;;T94565;BOITE;TRF;164;Dranse;IL261;0733c87b-8cca-50bf-aab1-7e0fca603b43
T94566-MON;1;2;1;FR;FR;1;06/09/1999;;T94566;BOITE;TRF;108;Dranse;IL262;626636a1-c60b-5e3d-8d89-7969af917c81
T94567-MON;1;2;1;FR;FR;1;06/09/1999;;T94567;BOITE;TRF;95;Dranse;IL263;295c11cc-7c43-5de6-aaca-6ae34158f009
T94568-MON;1;2;1;FR;FR;1;06/09/1999;;T94568;BOITE;TRF;238;Dranse;IL264;11bb6c87-24bf-5318-a4ac-d19c487bcd3e
T94569-MON;1;2;1;FR;FR;1;06/09/1999;;T94569;BOITE;TRF;208;Dranse;IL269;86b9a77b-cd3a-5adb-8012-9dc60969472a
T94570-MON;1;2;1;FR;FR;1;06/09/1999;;T94570;BOITE;TRF;144;Dranse;IL272;5f7cf9eb-719e-5551-b9d5-b81b6117286c
T94571-MON;1;2;1;FR;FR;1;06/09/1999;;T94571;BOITE;TRF;152;Dranse;IL273;476035dd-ccb1-5153-8eee-9072e0355ee2
T94572-MON;1;2;1;FR;FR;1;06/09/1999;;T94572;BOITE;TRF;118;Dranse;IL274;bba2336a-5bda-5fed-8751-6252d0623e7f
T94573-MON;1;2;1;FR;FR;1;06/09/1999;;T94573;BOITE;TRF;145;Dranse;IL276;a30e9e7d-18c8-5ef4-9f4b-7c819fbad4e8
T94574-MON;1;2;1;FR;FR;1;06/09/1999;;T94574;BOITE;TRF;304;Dranse;IL195;5df46c6d-3ba4-5f0c-bf87-cd04a108c68b
T94575-MON;1;2;1;FR;FR;1;06/09/1999;;T94575;BOITE;TRF;236;Dranse;IL196;db47648b-39fe-502f-8a0c-d60f416dedab
T94576-MON;1;2;1;FR;FR;1;06/09/1999;;T94576;BOITE;TRF;238;Dranse;IL197;7e3967ec-c3e0-5617-9bc9-aff7e9c98190
T94577-MON;1;2;1;FR;FR;1;06/09/1999;;T94577;BOITE;TRF;256;Dranse;IL198;e3f85e05-8038-55a9-bf9c-3f45bf4486b5
T94578-MON;1;2;1;FR;FR;1;06/09/1999;;T94578;BOITE;TRF;251;Dranse;IL199;9d2bb1eb-dbae-5928-b959-e219e03bc08b
T94579-MON;1;2;1;FR;FR;1;06/09/1999;;T94579;BOITE;TRF;212;Dranse;IL200;d0837bb1-d47b-5ade-b95f-7d9868951b1d
T94580-MON;1;2;1;FR;FR;1;06/09/1999;;T94580;BOITE;TRF;196;Dranse;IL201;0e9a6f4e-fab1-5770-ba29-8847c4893aef
T94581-MON;1;2;1;FR;FR;1;06/09/1999;;T94581;BOITE;TRF;126;Dranse;IL202;7b74265a-2447-501c-a4e9-a86121ed961f
T94582-MON;1;2;1;FR;FR;1;06/09/1999;;T94582;BOITE;TRF;320;Dranse;IL203;2eff74ce-bc2a-5cb9-9e61-6e6f6b63a11e
T94583-MON;1;2;1;FR;FR;1;06/09/1999;;T94583;BOITE;TRF;263;Dranse;IL265;aec92b4a-1436-50f3-91ca-a6663d70f35a
T94584-MON;1;2;1;FR;FR;1;06/09/1999;;T94584;BOITE;TRF;182;Dranse;IL266;74f12049-ecb0-512e-be8e-4e16aff9915c
T94585-MON;1;2;1;FR;FR;1;06/09/1999;;T94585;BOITE;TRF;184;Dranse;IL267;7aeb2f74-968c-5bbc-bc8e-a1849f283d3c
T94586-MON;1;2;1;FR;FR;1;06/09/1999;;T94586;BOITE;TRF;215;Dranse;IL268;9538b156-5e24-55a2-a04c-88ebe8783b4f
T94587-MON;1;2;1;FR;FR;1;06/09/1999;;T94587;BOITE;TRF;136;Dranse;IL270;063a4b20-e285-5951-85b3-9cbc6e99d4ad
T94588-MON;1;2;1;FR;FR;1;06/09/1999;;T94588;BOITE;TRF;110;Dranse;IL271;eba9a84c-9967-5c0f-b872-65083508733d
T94589-MON;1;2;1;FR;FR;1;06/09/1999;;T94589;BOITE;TRF;166;Dranse;IL275;3f574445-bcaa-5116-ba59-f563c4378d15
T94590-MON;1;2;1;FR;FR;1;06/09/1999;;T94590;BOITE;TRF;161;Dranse;IL279;49236c44-cae8-5ff7-937c-91765e42705e
T94591-MON;1;2;1;FR;FR;1;06/09/1999;;T94591;BOITE;TRF;136;Dranse;IL280;09734651-e9c7-5666-a90e-c5e86dc91c2e
T94592-MON;1;2;1;FR;FR;1;06/09/1999;;T94592;BOITE;TRF;143;Dranse;IL281;62ed1f06-fbc9-502f-917f-5d10af7126d3
T94593-MON;1;2;1;FR;FR;1;06/09/1999;;T94593;BOITE;TRF;137;Dranse;IL282;055baf76-231c-5c91-ad1b-bdc2c1e1cb24
T94594-MON;1;2;1;FR;FR;1;06/09/1999;;T94594;BOITE;TRF;130;Dranse;IL285;6d967754-8b8a-5075-a655-1b393e27df2d
T94595-MON;1;2;1;FR;FR;1;06/09/1999;;T94595;BOITE;TRF;108;Dranse;IL287;cda182ba-d524-586c-b5e1-67474fc4930d
T94596-MON;1;2;1;FR;FR;1;06/09/1999;;T94596;BOITE;TRF;121;Dranse;IL288;9aa6c468-cb41-58c2-a3f0-2cfde7cf8282
T94597-MON;1;2;1;FR;FR;1;06/09/1999;;T94597;BOITE;TRF;114;Dranse;IL290;cca990b4-e0a7-568c-a790-b065cf7569d7
T94598-MON;1;2;1;FR;FR;1;06/09/1999;;T94598;BOITE;TRF;215;Dranse;IL105;f7fee8bc-a853-546c-947c-40776a50d391
T94599-MON;1;2;1;FR;FR;1;06/09/1999;;T94599;BOITE;TRF;209;Dranse;IL106;103ace1c-8c37-5352-a2d2-4fd25f6160b3
T94600-MON;1;2;1;FR;FR;1;06/09/1999;;T94600;BOITE;TRF;168;Dranse;IL108;7340a348-cc28-558d-8ddc-7fbeac5a16e3
T94601-MON;1;2;1;FR;FR;1;06/09/1999;;T94601;BOITE;TRF;226;Dranse;IL109;39eb64c2-ed4b-584c-bc70-3ea4bbb9f48f
T94602-MON;1;2;1;FR;FR;1;06/09/1999;;T94602;BOITE;TRF;251;Dranse;IL110;836c5e44-1dc0-5d36-97ad-3c0ede8cd5f4
T94603-MON;1;2;1;FR;FR;1;06/09/1999;;T94603;BOITE;TRF;288;Dranse;IL111;9e38309e-73d9-50c9-ab31-2abec6314562
T94604-MON;1;2;1;FR;FR;1;06/09/1999;;T94604;BOITE;TRF;176;Dranse;IL112;bedc77e3-2a3b-5f19-b428-436874f6836c
T94605-MON;1;2;1;FR;FR;1;06/09/1999;;T94605;BOITE;TRF;167;Dranse;IL113;fa9b70bf-ced2-5bb4-a997-d336450d913e
T94606-MON;1;2;1;FR;FR;1;06/09/1999;;T94606;BOITE;TRF;118;Dranse;IL114;277f58d1-e159-52fb-91e4-36ac3eef7277
T94607-MON;1;2;1;FR;FR;1;06/09/1999;;T94607;BOITE;TRF;205;Dranse;IL115;8b2fd1c6-af08-5e4b-8c09-db85fc2465a5
T94608-MON;1;2;1;FR;FR;1;06/09/1999;;T94608;BOITE;TRF;276;Dranse;IL116;95e7b670-3d19-596c-a2b3-463fd9d51d96
T94609-MON;1;2;1;FR;FR;1;06/09/1999;;T94609;BOITE;TRF;221;Dranse;IL117;f5732542-7e0b-54ce-8464-8bffc62059c4
T94610-MON;1;2;1;FR;FR;1;06/09/1999;;T94610;BOITE;TRF;240;Dranse;IL118;268898b9-5128-5c37-9c7b-6a9e4888b9a8
T94611-MON;1;2;1;FR;FR;1;06/09/1999;;T94611;BOITE;TRF;203;Dranse;IL119;68af6a95-6d20-5bc3-84dc-4754d97aa41c
T94612-MON;1;2;1;FR;FR;1;06/09/1999;;T94612;BOITE;TRF;196;Dranse;IL120;38698ebc-4c4f-5274-af05-29942230510e
T94613-MON;1;2;1;FR;FR;1;06/09/1999;;T94613;BOITE;TRF;211;Dranse;IL121;60822e9f-deb1-5988-9b0c-8ed967076d05
T94614-MON;1;2;1;FR;FR;1;06/09/1999;;T94614;BOITE;TRF;148;Dranse;IL122;3ed4eda6-c8c7-5808-9862-3fdd5c0cdb0f
T94615-MON;1;2;1;FR;FR;1;06/09/1999;;T94615;BOITE;TRF;137;Dranse;IL123;5cd8c663-3a92-5c3a-ba68-a033b8ac5e79
T94616-MON;1;2;1;FR;FR;1;06/09/1999;;T94616;BOITE;TRF;112;Dranse;IL124;ee4eb973-246f-54d2-8ffd-fd41c70a1418
T94617-MON;1;2;1;FR;FR;1;06/09/1999;;T94617;BOITE;TRF;232;Dranse;IL125;b6c7ee7e-62c1-5e29-a01d-7a9bcbbe77e0
T94618-MON;1;2;1;FR;FR;1;06/09/1999;;T94618;BOITE;TRF;227;Dranse;IL126;7a7f1ed8-7211-5b80-8434-4b169d109b7b
T94619-MON;1;2;1;FR;FR;1;06/09/1999;;T94619;BOITE;TRF;174;Dranse;IL129;434a9a14-97ba-5e28-a530-953664f3eecf
T94620-MON;1;2;1;FR;FR;1;06/09/1999;;T94620;BOITE;TRF;194;Dranse;IL131;95cc4f85-8c48-5c44-abdf-a1b4c3b32c9f
T94621-MON;1;2;1;FR;FR;1;06/09/1999;;T94621;BOITE;TRF;220;Dranse;IL132;91cf8644-dbcf-503a-b740-ec21b0737e17
T94622-MON;1;2;1;FR;FR;1;06/09/1999;;T94622;BOITE;TRF;172;Dranse;IL133;c03a00e4-c7c4-5262-8908-7dd37948e737
T94623-MON;1;2;1;FR;FR;1;06/09/1999;;T94623;BOITE;TRF;134;Dranse;IL134;ddeffbb9-a7aa-5c77-9b56-d6738da038ab
